71.000000,-0.650000,-1.660000
59.000000,-1.330000,-1.810000
44.000000,-1.830000,0.000000
29.000000,-2.920000,0.000000
13.000000,-3.520000,0.000000
10.000000,-3.890000,0.000000
21.000000,-3.670000,0.000000
83.000000,0.110000,-0.260000
59.000000,0.040000,0.170000
70.000000,0.040000,0.140000
46.000000,-0.100000,0.000000
34.000000,-0.080000,0.000000
15.000000,-0.650000,0.000000
28.000000,-0.670000,0.000000
80.000000,0.620000,0.200000
79.000000,-0.310000,0.000000
80.000000,0.030000,0.170000
20.000000,-0.240000,0.000000
83.000000,0.120000,-0.600000
40.000000,0.030000,0.000000
70.000000,0.200000,-0.150000
74.000000,0.310000,1.080000
70.000000,0.210000,0.280000
63.000000,0.280000,0.170000
51.000000,0.160000,0.000000
43.000000,0.090000,0.000000
59.000000,0.130000,0.000000
36.000000,-0.360000,0.000000
46.000000,-0.130000,0.000000
56.000000,0.140000,0.000000
63.000000,0.240000,0.000000
70.000000,0.320000,1.070000
70.000000,0.320000,0.630000
59.000000,0.130000,0.000000
44.000000,-0.240000,0.000000
47.000000,-0.060000,0.000000
59.000000,-0.040000,-0.590000
31.000000,-0.150000,0.000000
70.000000,-0.890000,-1.140000
56.000000,-1.300000,0.000000
40.000000,-2.190000,0.000000
24.000000,-2.770000,0.000000
18.000000,-3.380000,0.000000
28.000000,-0.370000,0.000000
19.000000,-3.560000,0.000000
70.000000,0.200000,0.110000
79.000000,0.120000,0.190000
74.000000,0.230000,1.030000
63.000000,0.190000,0.000000
52.000000,0.140000,0.000000
37.000000,0.000000,0.000000
71.000000,0.110000,-0.620000
29.000000,-0.350000,0.000000
64.000000,0.230000,-0.150000
43.000000,-2.120000,0.000000
34.000000,-0.290000,0.000000
59.000000,-1.150000,0.000000
74.000000,-0.730000,-0.840000
75.000000,0.940000,0.370000
21.000000,-0.770000,0.000000
31.000000,-2.720000,0.000000
28.000000,-0.700000,0.000000
28.000000,-0.420000,0.000000
36.000000,-0.300000,0.000000
47.000000,-0.250000,0.000000
58.000000,-0.090000,-0.380000
70.000000,0.020000,0.120000
75.000000,0.040000,0.000000
19.000000,-0.520000,0.000000
18.000000,-3.310000,0.000000
15.000000,-3.630000,0.000000
13.000000,-3.440000,0.000000
70.000000,0.130000,0.450000
77.000000,0.130000,0.150000
74.000000,0.090000,-0.300000
58.000000,-0.030000,-0.830000
10.000000,-4.150000,0.000000
63.000000,0.240000,0.460000
20.000000,-3.400000,0.000000
37.000000,-2.230000,0.000000
51.000000,-1.850000,0.000000
64.000000,-0.850000,-0.710000
77.000000,-0.320000,-0.190000
70.000000,1.000000,-0.190000
24.000000,-2.760000,0.000000
52.000000,0.230000,0.270000
