;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
21;-0.04313565687529701;0.0315296925019808;9;0;2;8;0;1;0;0;0;0
211;-0.0394323480510023;0.0207331167768516;10;0;0;10;0;0;0;0;0;0
212;0.0283361905879621;-0.007862202464388159;0;0;0;0;0;8;0;0;12;0
213;0.014495492307712;-0.0280615812943436;1;0;0;1;0;10;0;0;7;1
214;-0.0203675329092192;-0.0197048279581485;1;1;1;2;3;11;0;0;1;0
215;-0.0433405422997361;0.0321549477086155;12;0;0;8;0;0;0;0;0;0
216;0.0394292339919049;0.0179765994980404;0;0;0;0;0;9;0;0;11;0
217;-0.0493211505205845;0.0516967266530801;8;2;2;6;0;2;0;0;0;0
218;0.0158632185169035;-0.0266606523955684;0;0;0;0;0;11;0;0;9;0
219;0.0223061558974969;-0.0183056728015959;0;0;0;0;0;8;2;1;8;1
2110;0.0302194393738721;-0.004080679023216621;0;0;0;0;0;10;0;0;10;0
2111;0.0530527737400245;0.0614570061996204;0;0;0;0;0;9;0;0;11;0
2112;0.0151836691024038;-0.0273730132961851;0;0;0;0;0;9;0;1;10;0
2113;-0.0185554381844367;-0.0222286169177297;4;0;1;4;0;10;0;1;0;0
2114;0.00411439727316791;-0.0344396843062372;1;0;0;0;1;9;1;1;7;0
2115;-0.0316476191926413;0.0011576037273283;7;2;1;8;0;2;0;0;0;0
2116;0.0481006269681695;0.0441537967652089;0;0;0;0;0;6;1;0;13;0
2117;-0.0182627647202371;-0.0226147462539295;4;0;3;5;2;5;1;0;0;0
2118;-0.00017034018000731298;-0.0348799439302541;0;1;1;1;1;10;1;0;5;0
2119;0.0482714077650925;0.0447220315292871;0;0;0;0;0;7;0;3;9;1
2120;0.0376236447498568;0.0131858472359115;0;0;0;0;0;9;0;1;9;1
2121;-0.0207887998718262;-0.0190852867481088;2;2;1;1;2;8;0;0;4;0
2122;0.0115282458819333;-0.0306521123731498;0;0;1;0;0;11;0;0;8;0
2123;0.0533015736477087;0.062371477071504006;0;0;0;0;0;8;0;0;12;0
2124;0.0211161541909206;-0.0200669041298423;0;0;0;1;0;9;1;0;9;0
2125;0.0279101557892454;-0.00868334831295071;0;0;0;0;0;8;1;0;10;1
2126;-0.0375969900614953;0.0157369797599976;8;2;1;8;0;1;0;0;0;0
2127;0.000402355784669019;-0.0348952640766169;0;0;0;1;1;7;1;0;10;0
2128;0.0496048516224444;0.0492287427237662;0;0;0;0;0;8;0;1;11;0
2129;0.0415579502521155;0.0239168799339778;0;0;0;0;0;7;1;0;11;1
2130;-0.0545124858901921;0.0706828836037475;10;0;3;7;0;0;0;0;0;0
2131;-0.00160246242409081;-0.0347414680204575;0;0;0;1;0;11;0;0;8;0
2132;-0.0472239610666637;0.0445599823769552;12;0;0;8;0;0;0;0;0;0
2133;-0.0301240233544744;-0.00217886674325462;4;3;1;6;1;5;0;0;0;0
2134;0.0275776686233753;-0.00931539062073568;0;0;0;0;0;8;2;0;10;0
2135;0.00857184381171347;-0.0326222126686827;0;0;0;0;0;11;0;1;8;0
2136;0.00921021106259884;-0.0322484388150863;0;0;0;1;0;10;0;0;9;0
2137;-0.0015127643338570301;-0.0347543420111711;0;2;0;1;3;10;0;0;4;0
2138;0.0544519312427506;0.0666557994542718;0;0;0;0;0;8;1;0;10;1
2139;0.011995015361634;-0.0302853210693902;0;0;0;0;1;10;0;1;8;0
2140;0.0479136890145933;0.0435341356181077;0;0;0;0;0;7;2;0;11;0
2141;0.0146514609793731;-0.0279084198440909;0;0;0;0;2;7;1;0;10;0
2142;0.00859346888176637;-0.0326100161469455;0;0;0;0;1;10;0;0;9;0
2143;0.0124533524770093;-0.0299103635720306;0;0;0;0;0;11;0;0;9;0
2144;-0.038441121842973;0.0180056502764262;10;0;0;7;0;3;0;0;0;0
2145;0.0475213822663214;0.0422416466020926;0;0;0;0;0;5;1;0;14;0
2146;0.0279898779891238;-0.00853065373680012;0;0;0;2;0;9;0;0;9;0
2147;-0.0421142427533595;0.0284563092489496;8;0;1;10;0;1;0;0;0;0
2148;-0.0183652740023404;-0.0224801839954225;4;2;2;6;4;2;0;0;0;0
2149;-0.0467926468988749;0.0431302654292815;8;3;0;9;0;0;0;0;0;0
2150;-0.0440657000013464;0.0343914626600864;11;1;0;8;0;0;0;0;0;0
2151;0.00684316645891389;-0.0334916277219596;0;0;0;0;0;11;0;1;7;1
2152;-0.0401578686192294;0.0227729182173895;9;2;2;7;0;0;0;0;0;0
2153;0.0184054103647201;-0.0237099793352117;0;0;0;0;0;10;0;0;10;0
2154;0.00951965463796589;-0.0320570227225539;0;0;0;0;1;10;0;0;9;0
2155;0.0438243144101914;0.0305887763381117;0;0;0;0;0;8;0;2;9;1
2156;-0.0514517362114893;0.0592613669248739;11;0;1;8;0;0;0;0;0;0
2157;-0.0350329160981844;0.00915070219796703;8;1;0;9;0;2;0;0;0;0
2158;-0.0285378099524531;-0.00548037048200949;7;2;1;5;0;5;0;0;0;0
2159;-0.0303251454893835;-0.00174771542290671;4;4;3;6;1;1;1;0;0;0
2160;0.016268677990604;-0.02622026795348;0;0;0;0;1;9;1;1;8;0
2161;0.0216595035417754;-0.0192749917327942;0;0;0;0;0;9;0;0;10;1
2162;0.044483513852480006;0.032596658562325;0;0;0;0;0;5;1;0;14;0
2163;0.0361481550594286;0.009439839238313671;0;0;0;0;0;9;1;0;10;0
2164;0.0233950048384245;-0.0166075843290403;0;0;0;0;0;11;0;0;9;0
2165;0.0445837097000307;0.0329045036267122;0;0;0;0;0;9;0;1;9;1
2166;-0.0400093414757684;0.0223523443010474;8;2;0;10;0;0;0;0;0;0
2167;-0.0368906482959515;0.0138768376181703;9;0;1;9;1;0;0;0;0;0
2168;-0.0301391997020512;-0.00214643121935266;6;3;0;8;1;2;0;0;0;0
2169;-0.0233618533386796;-0.0150324077421283;7;0;1;6;1;5;0;0;0;0
2170;0.0160574750138572;-0.0264510945956247;0;0;0;1;0;10;0;0;9;0
2171;-0.0266809801379166;-0.0091220912870179;8;0;1;6;3;2;0;0;0;0
2172;-0.018663579905393003;-0.0220844314441264;2;0;4;2;2;7;0;0;3;0
2173;0.0158547666612232;-0.0266697102213058;0;0;0;0;0;8;0;0;11;1
2174;0.0303493738109977;-0.00381064766465839;0;0;0;0;0;11;0;0;8;1
2175;-0.0194152093994373;-0.0210597380909216;4;0;3;8;1;3;0;1;0;0
2176;0.0322113014334018;0.00018821852975564;0;0;0;0;0;9;0;0;10;1
2177;0.0193255820147333;-0.0225308052971035;0;0;0;0;1;8;0;2;8;1
2178;0.00150999802406576;-0.034859962573874;0;0;3;1;2;8;1;1;4;0
2179;0.0334870784287528;0.00306786031202472;0;0;0;0;0;9;0;0;11;0
2180;0.0450170315029639;0.0342439213091065;0;0;0;0;1;7;1;1;10;0
2181;0.00218133784354557;-0.0347969009343844;0;0;0;0;0;11;0;0;9;0
2182;-0.00405778309320821;-0.0341710636363635;0;1;0;2;1;10;0;0;6;0
2183;-0.0230613475215908;-0.0155295664922495;3;4;2;3;5;3;0;0;0;0
