;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
21;0.0420750435513332;0.02746640965;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;21;17;0
211;0.0443843088814093;0.0346267760433205;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;17;18;1
212;0.0404951130018545;0.0227882091224559;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;14;16;2
213;-0.0205454306865934;-0.0206582247840582;0;0;0;0;0;16;2;5;15;1;0;0;0;0;0;0;1;0;0;0
214;-0.0429093359236288;0.0304214970282215;5;1;0;3;1;18;2;0;9;1;0;0;0;0;0;0;0;0;0;0
215;-0.0392790831379738;0.0196871456651857;1;1;2;3;0;19;0;1;11;2;0;0;0;0;0;0;0;0;0;0
216;0.0451505051677389;0.0370871693030364;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;18;19;0
217;-0.0169623767466285;-0.0255026613416235;0;3;2;2;0;10;2;1;14;1;1;2;0;1;1;0;0;0;0;0
218;-0.0250124509344995;-0.013326994480248001;0;2;2;2;0;16;1;1;11;0;2;1;0;1;0;1;0;0;0;0
219;0.0142854490034666;-0.0286573604823874;0;0;0;0;0;0;1;0;0;1;0;4;15;17;2;0;0;0;0;0
2110;0.00584215234809066;-0.0347209493332223;0;0;1;0;0;3;1;4;4;2;2;1;11;7;3;0;1;0;0;0
2111;0.0226820963421173;-0.0175483864435991;0;0;0;0;0;0;1;0;0;1;0;1;14;16;1;0;2;1;3;0
2112;0.00984130314253675;-0.0324873206374642;0;0;0;0;2;0;0;1;1;2;2;3;13;12;2;1;1;0;0;0
2113;-0.0441437780851133;0.0342873374967171;5;1;5;5;2;11;0;3;5;1;0;1;0;0;0;0;1;0;0;0
2114;-0.0433422163043017;0.0317646636353569;6;1;0;8;4;12;3;2;3;1;0;0;0;0;0;0;0;0;0;0
2115;-0.047675546025630997;0.0459522243065626;14;0;0;19;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2116;-0.0310558456799582;-0.0011271214898897302;0;1;1;0;1;18;0;1;15;2;0;0;0;1;0;0;0;0;0;0
2117;0.0195882152652397;-0.0222309569702058;0;0;0;0;0;0;1;0;1;0;0;1;15;16;0;2;2;0;2;0
2118;-0.0313781667460049;-0.00040274974049285696;0;1;1;2;4;16;2;0;13;0;0;1;0;0;0;0;0;0;0;0
2119;0.0524757870432366;0.0627389517272076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;18;18;1
2120;-0.0227553057011693;-0.017210562694801;1;0;2;0;1;17;0;0;19;0;0;0;0;0;0;0;0;0;0;0
2121;-0.0524984922984815;0.0633289994708633;11;2;1;11;2;8;2;0;1;0;1;0;0;1;0;0;0;0;0;0
2122;-0.0299915970172671;-0.00346586851051398;2;0;2;2;1;18;0;0;15;0;0;0;0;0;0;0;0;0;0;0
2123;0.0522296999038332;0.0618146259572856;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;21;0
2124;0.0135318613425359;-0.0294066974540265;0;0;0;0;1;1;0;0;0;1;0;1;17;17;1;0;0;1;0;0
2125;-0.00259476397624126;-0.0356645087250568;1;0;0;1;1;4;6;0;3;2;1;2;9;8;0;1;1;0;0;0
2126;-0.046915079448788;0.0433648218067496;9;1;1;9;2;13;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2127;0.0406306386708111;0.0231824716243231;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;2;2;15;14;2
2128;0.0115981819160496;-0.0311428243707334;0;0;0;0;0;0;0;3;3;2;1;1;13;14;0;0;0;3;0;0
2129;0.0270823149949367;-0.00970423465521798;0;0;0;0;0;0;0;1;1;1;3;2;5;4;4;3;3;5;6;2
2130;-0.0436841110674945;0.0328350293280247;9;1;2;7;3;11;1;1;4;0;0;0;1;0;0;0;0;0;0;0
2131;0.050830118231572;0.0566403993047921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;18;1
2132;0.00150818755791041;-0.0358443569572687;0;0;0;0;2;2;2;5;3;0;1;1;12;8;1;1;1;0;1;0
2133;-0.0333248892984214;0.004130898853007999;1;2;1;2;0;16;0;2;15;0;0;0;1;0;0;0;0;0;0;0
2134;0.0402198883543497;0.0219916039684109;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;16;21;1
2135;0.0524674919584338;0.0627077237810809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;19;3
2136;-0.0522745704350279;0.0624852329507241;10;2;2;10;1;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2137;-0.021501276496981997;-0.0192100485209074;0;1;2;0;1;17;0;1;18;0;0;0;0;0;0;0;0;0;0;0
2138;0.00507887355446001;-0.0350166931040969;0;0;1;3;0;0;1;1;0;1;5;2;13;8;2;2;1;0;0;0
2139;-0.010394867493351;-0.0319877157488552;0;0;0;0;0;16;0;2;16;1;0;1;2;0;0;1;0;1;0;0
2140;0.00434423773905858;-0.0352618128847132;0;0;0;0;1;1;1;3;1;5;6;4;4;3;3;6;2;0;0;0
2141;0.0497997016075599;0.0529209062639588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;19;1
2142;-0.02581559110971;-0.0118568558665234;0;0;0;2;2;21;0;1;13;0;1;0;0;0;0;0;0;0;0;0
2143;-0.00696844039545554;-0.0341411385542849;0;0;0;0;0;16;3;1;17;2;0;0;1;0;0;0;0;0;0;0
2144;-0.0244750497186748;-0.0142848248446884;0;0;0;0;1;20;0;0;19;0;0;0;0;0;0;0;0;0;0;0
2145;0.0083043933812179;-0.0334816497996611;0;0;0;1;1;1;0;4;0;0;2;0;14;11;0;3;2;0;0;1
2146;0.0351543970581811;0.00830186338116712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;21;1
2147;-0.0544379550733268;0.0707878541463314;14;2;2;12;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2148;-0.0509017401623097;0.0573909676022957;9;2;4;11;2;8;1;0;2;0;0;1;0;0;0;0;0;0;0;0
2149;0.008312646838149371;-0.0334767632661729;0;0;0;0;0;0;0;1;0;2;2;1;17;16;0;0;0;1;0;0
2150;0.0465376511422197;0.0416488325198497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;0
2151;0.007530172565584641;-0.0339182743056911;0;0;0;0;1;1;0;0;2;0;2;2;14;13;1;2;1;0;0;1
2152;-0.0134514126299528;-0.0293550052920742;0;0;0;1;1;17;1;0;15;0;0;1;2;2;0;0;0;0;0;0
2153;-0.00027670846687044304;-0.0359147317164571;0;0;3;1;0;7;3;3;7;2;5;4;1;0;1;1;0;2;0;0
2154;-0.0278699317700259;-0.00788555751776155;0;0;1;0;2;15;1;3;17;0;1;0;0;0;0;0;0;0;0;0
2155;-0.0187012965327073;-0.0232667546372443;0;0;0;0;1;18;3;1;16;0;1;0;0;0;0;0;0;0;0;0
2156;-0.0378253893393013;0.0156541537219474;3;2;4;5;5;10;5;0;5;1;0;0;0;0;0;0;0;0;0;0
2157;-0.0420300351966728;0.0277345944049178;2;2;2;2;1;16;1;2;11;0;0;0;0;1;0;0;0;0;0;0
2158;0.0054593867146059;-0.0348744890759952;0;0;0;1;0;1;1;0;2;1;2;3;16;8;1;2;1;0;1;0
2159;0.0265665183106962;-0.0106956974958956;0;0;0;0;0;0;1;0;0;3;0;1;11;15;1;3;3;1;1;0
2160;-0.023918885779259;-0.0152542508405882;1;2;0;2;4;12;2;2;10;0;1;0;0;2;0;1;1;0;0;0
2161;0.0356471227907927;0.009552549659952279;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;5;1;13;13;3
2162;-0.0491534641400125;0.0510995002353126;10;1;3;12;1;9;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2163;-0.00997244022534103;-0.0322987805532929;0;2;0;0;0;17;1;3;13;2;0;1;0;0;0;0;0;1;0;0
2164;0.043942706512103996;0.0332278697833931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;1
2165;0.0406506941938859;0.0232409279297187;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;18;16;1
2166;-0.0538983099561169;0.068685334587747;16;3;1;16;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2167;-0.043622090004833;0.032640237275707;7;2;2;12;1;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2168;0.0518720058749257;0.0604788518646017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0
2169;0.0124098437425537;-0.0304467964192789;0;0;0;0;0;2;1;1;2;2;3;2;7;8;4;3;1;2;1;1
2170;-0.0164412669395892;-0.0261304029917766;2;0;0;1;0;16;1;0;15;2;0;1;0;2;0;0;0;0;0;0
2171;-0.0413423032388276;0.0256717832134944;2;1;5;6;4;13;1;0;8;0;0;0;0;0;0;0;0;0;0;0
2172;-0.00789690404909155;-0.0336409279809532;0;0;1;2;1;12;1;3;13;0;2;1;2;0;1;1;0;0;0;0
2173;-0.0288527310624846;-0.0058784691037884204;2;2;1;1;1;16;1;0;16;0;0;0;0;0;0;0;0;0;0;0
2174;-0.0472291618663383;0.0444284162466116;2;2;1;3;1;18;1;0;11;1;0;0;0;0;0;0;0;0;0;0
2175;0.00651150762823915;-0.0344271536030743;0;1;0;0;1;1;0;1;3;1;3;5;11;11;1;0;0;0;1;0
2176;4.14562025112484e-05;-0.0359189490894296;0;0;1;0;3;4;3;2;7;2;1;6;4;2;1;0;1;0;1;2
2177;-0.0227968312736793;-0.0171424198963898;0;1;1;0;0;19;2;0;13;2;0;0;1;0;0;1;0;0;0;0
2178;-0.0423015883275207;0.0285584586424873;6;1;2;11;4;8;2;4;2;0;0;0;0;0;0;0;0;0;0;0
2179;-0.0189824520483025;-0.0228848440063166;0;0;0;2;2;18;0;0;17;0;0;1;0;0;0;0;0;0;0;0
2180;-0.008987445614456779;-0.0329743114298338;0;0;0;0;0;16;0;1;19;1;1;0;1;0;1;0;0;0;0;0
2181;-0.0142611027787656;-0.0285451483846593;0;0;1;2;1;12;0;1;19;2;1;0;1;0;0;0;0;0;0;0
2182;-0.0135794136377006;-0.0292301120861038;0;0;1;1;1;15;4;1;11;2;0;1;2;1;0;0;0;0;0;0
2183;0.0219873046873945;-0.018659821355112;0;0;0;0;0;0;1;0;0;0;0;1;16;16;1;3;1;0;1;0
2184;0.0148129852607144;-0.0281085245029636;0;0;0;0;0;0;0;2;0;3;2;2;14;12;0;4;0;1;0;0
2185;0.0054909988739020605;-0.0348622071355582;1;0;0;0;0;3;1;1;1;6;0;0;14;10;1;0;1;0;1;0
2186;0.0256911741050279;-0.0123345421938329;0;0;0;0;0;0;0;0;0;1;2;2;15;11;3;4;1;0;1;0
2187;0.0116038666612756;-0.0311381140779387;0;0;0;0;0;0;0;0;0;0;1;0;18;18;1;1;0;1;0;0
2188;0.00463000044882815;-0.0351710721832363;0;0;0;1;2;3;0;1;2;5;3;3;11;4;4;1;0;0;0;0
2189;-0.0334576582629736;0.0044500163719662;2;1;2;0;2;16;1;0;13;1;0;1;0;0;1;0;0;0;0;0
