;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
21;-0.0540766045825026;0.0662006655984205;6;0;15;13;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
211;0.0425273782663978;0.0293792724625412;0;0;0;0;0;0;0;1;1;0;3;2;0;0;3;6;4;12;8;0
212;-0.0400655143901028;0.0202702512599975;9;0;9;8;3;4;0;2;0;5;0;0;0;0;0;0;0;0;0;0
213;0.028199377368102997;-0.0065082864955172395;0;0;0;0;0;0;0;0;0;2;1;4;1;3;6;9;3;6;5;0
214;-0.0144102673550665;-0.0281368264758508;1;0;1;0;1;5;1;5;7;4;4;3;1;3;2;1;0;0;0;1
215;-0.0491670631192427;0.048539136803019;10;0;11;8;4;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0
216;-0.0159534253260096;-0.0265302672668358;1;1;1;2;2;8;0;7;5;2;1;5;0;1;0;1;2;1;0;0
217;-0.052066007260406;0.0587633240645955;10;0;7;2;4;8;3;5;0;1;0;0;0;0;0;0;0;0;0;0
218;0.0409953517353953;0.0248543700362685;0;0;0;0;0;0;0;0;0;1;0;3;1;1;7;12;1;8;6;0
219;0.00272482722956374;-0.0347498745812295;0;2;1;1;0;3;0;5;6;4;2;5;4;2;2;0;1;1;1;0
2110;0.0529401334996714;0.0644963934754354;0;0;0;0;0;0;0;1;0;0;0;3;2;1;5;6;5;9;8;0
2111;0.0439179276365095;0.0336288628017296;0;0;0;0;0;1;0;0;1;0;2;0;3;0;3;7;7;8;8;0
2112;-0.0311884874333439;-0.00170335879496641;3;0;6;3;7;5;1;7;4;3;0;0;0;0;0;0;1;0;0;0
2113;-0.0162377416656699;-0.0262160451123259;2;1;3;2;4;6;0;3;4;7;0;1;3;2;1;1;0;0;0;0
2114;0.0064281686077755;-0.0334722841948468;0;0;1;1;2;1;0;4;3;4;1;3;4;3;2;8;2;1;0;0
2115;0.0286330123708021;-0.00563348734827335;0;0;0;0;0;2;0;1;4;3;1;4;4;0;5;8;3;1;4;0
2116;-0.0329195911129351;0.00214780572171444;2;0;5;6;7;9;1;3;3;1;2;0;1;0;0;0;0;0;0;0
2117;0.0128149506972954;-0.0290085652818781;0;0;0;1;0;1;0;3;4;3;0;7;5;3;5;4;1;0;2;1
2118;0.051519106901808;0.0592557900878633;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;6;5;10;14;0
2119;-0.0303359052111911;-0.0035228231816412897;2;0;4;3;6;7;0;6;5;3;0;2;0;2;0;0;0;0;0;0
2120;0.0200613603952729;-0.0204788826915806;0;0;0;0;0;2;0;1;1;3;0;4;9;3;5;3;1;2;6;0
2121;-0.00195903778327356;-0.0349878032061564;1;2;0;1;2;4;0;2;7;5;1;1;6;1;4;1;1;1;0;0
2122;-0.0429735094819079;0.0286705772695618;7;0;8;7;4;4;0;5;3;0;1;0;0;0;0;1;0;0;0;0
2123;0.0162173542125325;-0.0254623750842893;0;0;0;0;0;1;1;0;4;0;0;5;4;4;5;6;0;7;3;0
2124;0.0488586635027497;0.04982521027535901;0;0;0;0;0;0;0;0;0;2;0;1;4;0;4;7;8;5;9;0
2125;0.0269404008058085;-0.00897335457050709;0;0;0;0;0;1;0;0;3;1;0;3;6;2;5;8;4;4;2;1
2126;-0.0136024699276866;-0.0289112007941846;2;0;4;1;7;5;0;6;2;5;1;3;2;1;0;0;0;0;0;1
2127;0.0317032003079999;0.0009375170139584901;0;0;0;0;1;1;1;1;0;1;0;3;8;1;4;4;8;5;2;0
2128;0.0357732211709433;0.0106677478040873;0;0;0;0;0;0;0;1;1;0;2;4;0;9;7;7;0;2;7;0
2129;-0.023547460592774;-0.0161904018362051;3;0;6;6;4;4;1;4;2;1;5;0;3;1;0;0;0;0;0;0
2130;0.0326644934904578;0.0031308685130020004;0;0;0;0;0;0;0;0;3;1;1;1;6;2;8;3;3;6;6;0
2131;-0.0296062962767336;-0.0050393642834558605;1;2;1;4;4;8;1;5;3;2;0;3;1;2;1;2;0;0;0;0
2132;-0.00641403075031696;-0.033786056692419;1;1;2;4;1;6;0;1;2;5;1;8;2;2;2;0;0;2;0;0
2133;0.0111794425260954;-0.0304241841818738;0;0;0;0;2;0;1;6;3;1;1;3;7;2;3;4;2;3;2;0
2134;0.0327147433343142;0.00324730483775979;0;0;0;0;0;0;0;0;1;2;1;3;3;3;6;5;3;8;5;0
2135;0.016732532531777002;-0.0248546338727748;0;0;1;0;0;1;0;1;0;3;0;6;8;1;6;5;2;6;0;0
2136;0.0523659949031061;0.0623619731786869;0;0;0;0;0;1;0;0;0;0;2;1;2;1;3;4;7;11;8;0
2137;-0.0146857631866323;-0.0278622614149446;2;0;3;3;3;3;0;3;9;4;1;3;2;2;2;0;0;0;0;0
2138;0.000755938737735508;-0.035037384911885;0;1;0;0;1;2;0;6;2;3;0;2;5;4;5;4;1;3;1;0
2139;-0.0434905078321712;0.0302261392977518;9;0;7;7;5;5;0;3;3;0;0;0;0;1;0;0;0;0;0;0
2140;0.037353946512679;0.0147601045904889;0;0;0;0;0;0;0;0;0;0;2;1;4;0;4;4;10;6;9;0
2141;-0.012782626177784;-0.0296503178310661;1;0;3;3;1;2;1;8;7;2;0;3;5;1;0;2;0;1;0;0
2142;0.0219078666119782;-0.0177164546582604;1;0;0;0;2;0;0;0;0;1;0;6;2;2;3;6;6;8;3;0
2143;-0.0030117082343517;-0.0348294663210191;1;0;1;1;0;2;0;4;4;7;0;2;5;3;6;3;1;0;0;0
2144;-0.0304400447576175;-0.0033033166762082102;3;0;6;6;7;5;1;3;4;1;2;0;1;0;0;0;1;0;0;0
2145;-0.0016666277432304199;-0.0350179901811723;0;1;2;1;1;2;3;6;2;2;1;5;5;4;3;2;0;0;0;0
2146;0.0335570646744363;0.0052254589315332296;0;0;0;0;0;1;0;0;0;1;1;4;5;5;7;5;0;6;5;0
2147;0.0224786512236328;-0.0168141484223488;0;0;0;0;0;0;1;0;2;2;2;4;4;4;7;6;2;2;4;0
2148;0.0527732821414025;0.0638737224884479;0;0;0;0;0;0;0;0;0;0;1;2;2;2;4;4;7;6;12;0
2149;0.039835206941699994;0.0215373870695303;0;0;0;0;0;0;0;0;1;0;0;4;3;3;7;10;2;3;7;0
2150;-0.0384822287902403;0.0159460351753735;3;2;2;5;5;13;0;5;1;2;0;1;0;0;0;1;0;0;0;0
2151;-0.0329034662089405;0.00211096287732558;4;1;6;8;0;8;4;3;1;2;2;1;0;0;0;0;0;0;0;0
2152;0.0485972461426806;0.0489253453002305;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;10;4;8;11;0
2153;0.0322421501979874;0.00215923755436637;0;0;0;0;0;0;0;0;0;0;1;1;2;6;6;8;0;10;6;0
2154;-0.0248325007230928;-0.0140405098592575;3;0;4;5;4;4;2;5;4;0;4;0;1;3;1;0;0;0;0;0
2155;0.0037299961443670797;-0.0344982372362251;0;1;0;0;0;7;1;3;5;4;0;4;5;2;4;4;0;0;0;0
2156;0.0214460532664154;-0.0184297708446974;0;0;0;0;0;0;0;0;2;4;0;3;7;4;5;4;1;6;4;0
2157;0.00903099222044364;-0.0319986300368834;0;0;1;1;2;1;0;1;6;2;0;9;7;1;4;1;0;3;1;0
2158;-0.0429911284374231;0.0287232811621068;12;1;5;6;9;2;0;2;2;0;1;0;0;0;0;0;0;0;0;0
2159;0.0129268839646864;-0.0289048204524099;0;0;0;0;0;1;1;0;2;2;1;4;7;8;5;5;0;2;1;1
2160;0.051010047064744005;0.05741289126675401;0;0;0;0;0;0;0;0;0;0;0;1;2;0;5;3;9;5;15;0
2161;-0.04184952462358701;0.0253533885251829;7;1;7;6;4;5;1;2;2;2;1;2;0;0;0;0;0;0;0;0
2162;0.0107769517307185;-0.0307437896676714;0;0;0;0;0;2;0;3;1;6;0;8;5;2;2;3;3;3;2;0
2163;0.020712297763962;-0.0195323582841477;0;0;1;0;0;0;0;0;2;1;1;5;5;3;8;5;1;3;5;0
2164;-0.0419131741919823;0.0255388686809309;5;0;9;5;7;4;2;4;1;3;0;0;0;0;0;0;0;0;0;0
2165;-0.0322202794897418;0.000566747436215407;6;0;3;3;8;4;1;2;3;3;2;2;1;1;1;0;0;0;0;0
2166;0.0106212789836009;-0.0308643568368446;0;0;1;1;1;2;1;2;5;0;3;4;3;3;5;3;1;2;2;1
2167;0.0324697476044708;0.0026812869947004;0;0;0;0;1;0;0;0;1;2;1;5;3;2;6;5;3;6;3;2
2168;-0.0068325898493185894;-0.0336015997401304;0;0;2;1;1;2;0;5;4;8;0;7;5;1;1;0;0;0;3;0
2169;-0.0390816906260599;0.0175625787588404;5;0;7;6;1;8;1;5;3;3;0;0;1;0;0;0;0;0;0;0
2170;-0.00902657183571805;-0.0324336743120959;0;0;3;3;2;4;0;6;3;2;2;6;3;4;1;0;0;1;0;0
2171;0.0486476247415766;0.0490983883207361;0;0;0;0;0;0;0;0;0;0;0;0;4;2;7;9;3;9;6;0
2172;0.0125843471935803;-0.029219528447307002;0;0;0;1;1;1;1;2;2;5;0;3;4;1;3;7;2;2;5;0
2173;0.0188341680285858;-0.0221824932913678;0;0;0;0;1;0;1;1;1;2;1;7;4;5;5;5;1;3;2;1
2174;0.0126664475167282;-0.0291448481973249;0;0;0;0;1;0;0;1;4;5;1;6;6;5;5;2;0;2;2;0
2175;-0.011996533861216999;-0.0303147269703129;1;1;2;6;2;3;2;4;7;2;4;1;1;0;3;0;1;0;0;0
2176;-0.031040825964067997;-0.0020221287081855803;1;4;2;6;4;7;2;5;2;3;1;1;1;0;0;1;0;0;0;0
2177;0.00819944053029188;-0.0325210968590297;0;0;0;0;0;2;2;4;2;3;1;6;6;5;3;4;0;1;0;1
2178;0.0158340953688392;-0.0259024169473919;0;0;0;0;0;0;0;2;2;6;0;5;6;0;5;3;2;3;3;3
2179;0.0463828847445643;0.0414952441879559;0;0;0;0;0;0;0;0;0;2;0;1;3;0;6;6;8;10;4;0
2180;0.042285363701158;0.0286535220018285;0;0;0;0;0;0;0;0;0;2;0;2;1;0;9;7;1;9;9;0
2181;0.0347573824637595;0.00813035044979942;0;0;0;0;0;1;1;1;1;0;0;2;6;0;10;5;5;4;3;1
2182;-0.0506027685032563;0.053528991226342006;3;0;11;7;8;1;1;4;4;0;0;0;1;0;0;0;0;0;0;0
2183;0.00234183987448732;-0.0348271051432531;0;0;0;3;2;3;1;3;9;0;1;3;5;2;2;3;2;0;1;0
2184;0.008715121212764321;-0.0322028062928871;0;0;0;0;1;2;0;3;1;6;0;6;7;3;5;1;1;2;2;0
2185;-0.0254583497682068;-0.0129515069381894;2;0;8;6;5;5;0;3;0;5;0;3;3;0;0;0;0;0;0;0
2186;-0.0524177239913486;0.0600438840728079;9;0;9;9;3;5;1;2;0;2;0;0;0;0;0;0;0;0;0;0
2187;0.0370449038173225;0.0139462358135928;0;0;0;0;0;0;0;0;0;0;0;2;6;1;5;10;3;7;5;1
2188;0.00402975144847119;-0.0344094754216461;0;0;0;0;1;2;1;2;3;3;1;2;7;2;7;4;1;2;2;0
2189;0.016636974790853;-0.0249687670802251;0;0;0;0;0;0;0;2;0;5;0;5;6;3;2;6;2;6;3;0
2190;-0.0278837068481846;-0.00847171833149508;3;0;4;10;4;9;3;4;2;1;0;0;0;0;0;0;0;0;0;0
2191;0.0415827886231471;0.0265699257380497;0;0;0;0;0;0;0;0;0;1;0;2;6;2;4;5;3;11;6;0
2192;0.0162456264149226;-0.0254295060176322;0;0;0;0;0;1;0;2;2;7;0;3;8;1;4;4;4;3;1;0
2193;0.0115742023514339;-0.0300996785631499;0;0;0;1;0;1;0;6;0;10;0;4;1;2;7;0;5;2;1;0
2194;-0.0294565867991974;-0.00534592805025579;4;0;4;7;2;8;1;2;4;5;1;1;1;0;0;0;0;0;0;0
2195;0.0172300055589746;-0.0242501092089347;0;0;0;0;0;0;1;0;4;1;1;5;5;7;7;6;0;1;2;0
2196;-0.0282453778991192;-0.00776833323838654;2;1;5;7;7;5;0;2;3;4;0;2;1;1;0;0;0;0;0;0
2197;-0.0213779226210256;-0.0195571869776034;4;1;1;8;7;4;0;3;4;1;1;2;2;1;1;0;0;0;0;0
2198;0.0011462886394285599;-0.0350019963153454;0;1;1;3;0;0;0;4;4;8;0;3;5;1;3;5;1;0;1;0
2199;-0.0407907057000113;0.0223095887318689;3;0;9;4;8;5;1;4;2;0;0;1;1;1;0;0;1;0;0;0
21100;0.0450968212582112;0.0373378695628977;0;0;0;0;0;0;0;0;0;0;1;1;1;0;5;4;12;7;9;0
21101;-0.0449679412351732;0.034774845565685;15;0;10;4;2;4;0;2;1;1;0;1;0;0;0;0;0;0;0;0
21102;-0.0435793360254949;0.0304952961249857;5;0;6;11;6;2;0;3;3;1;0;1;1;0;0;1;0;0;0;0
21103;0.0421485405545956;0.0282450364393499;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;12;4;6;9;0
21104;-0.0538090438838716;0.0651945815671172;7;0;12;10;5;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0
21105;0.0297406624183238;-0.0033390741954723397;0;0;0;0;0;0;0;1;1;1;1;2;8;4;6;8;2;2;3;1
21106;-0.0261742536106163;-0.011672112631696999;2;1;3;4;1;14;0;5;2;3;0;3;1;0;1;0;0;0;0;0
21107;-0.0212162943306457;-0.0197947930786706;1;0;5;3;7;7;0;6;1;4;0;2;2;1;1;0;0;0;0;0
21108;0.000515039736047511;-0.0350538906533189;1;1;0;0;0;5;1;7;2;3;1;4;3;5;2;3;0;1;0;1
21109;-0.00354660549211625;-0.0347192243947978;2;0;0;1;1;6;0;4;3;7;0;3;5;2;1;3;1;0;1;0
21110;-0.019100927462138;-0.0227355985826821;2;0;5;2;4;2;0;5;10;1;1;1;4;1;0;1;1;0;0;0
21111;0.0450146892419062;0.0370763082118336;0;0;0;0;0;0;0;1;0;0;0;0;2;0;6;9;5;11;6;0
21112;0.016893880006043;-0.0246604681518071;0;0;1;0;2;1;1;0;6;3;0;6;6;6;3;2;0;1;2;0
21113;-0.036929206139855;0.0118753166129393;7;0;6;7;7;5;2;2;0;1;2;0;0;1;0;0;0;0;0;0
21114;-0.0512981215824929;0.0559976963337511;10;0;7;10;5;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0
