;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
21;-0.0378509084441361;0.0188941547224424;1;2;13;14;0;3;3;2;0;0;0;1;0;1;0;0;0;0;0;0
211;0.0127948072950482;-0.0314773315261358;0;0;0;0;0;3;1;3;6;5;5;1;4;2;2;3;2;0;2;1
212;-0.039021839480603;0.0222649329502759;0;1;21;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
213;-0.0105292741800839;-0.0314509807305423;0;0;0;1;1;6;10;3;4;2;6;2;3;1;0;0;0;1;0;0
214;0.0441857519161775;0.0309401271533321;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20;0;17;0
215;-0.01788416282836;-0.0232380479696449;1;3;8;5;1;4;1;1;7;2;2;3;0;1;0;1;0;0;0;0
216;0.0552195211298349;0.0699005511785866;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;17;1;18;1
217;-0.0126986749225908;-0.0294375360628037;0;2;6;5;2;3;2;1;7;8;1;2;1;0;0;0;0;0;0;0
218;-0.0262871725929681;-0.009039953752297809;3;4;5;8;2;3;4;3;1;1;3;2;0;1;0;0;0;0;0;0
219;-0.042723362483638005;0.033576365285324;0;0;19;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2110;-0.0479611287552791;0.0512848966643651;0;2;20;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2111;0.0307251923509098;-0.00460068011244537;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;2;16;2;15;0
2112;-0.0029459173007729397;-0.0357999305291496;0;0;1;2;1;2;4;5;4;7;2;2;1;4;1;4;0;0;0;0
2113;0.0469655611125522;0.039921386010852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;0;22;1
2114;-0.0258657447001073;-0.00987432458558683;2;2;15;8;0;1;3;3;2;3;1;0;0;0;0;0;0;0;0;0
2115;0.0406412075133347;0.0203032066324054;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;17;3;17;2
2116;0.0491414093673199;0.0473433905212714;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;14;2;17;2
2117;-0.0483158740117515;0.0525564044322301;0;1;18;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2118;-0.0230955850454233;-0.0150373904659803;1;3;4;6;3;4;5;0;7;2;2;1;0;1;0;1;0;0;0;0
2119;0.0399706563371217;0.018393704711507;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;21;1;16;0
2120;-0.040060196648213996;0.0253374830023076;0;1;19;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2121;-0.0206504563711955;-0.0191309749525791;2;0;9;3;2;3;3;3;3;2;6;2;1;1;0;0;0;0;0;0
2122;-0.0374780517292742;0.0178417361318389;2;2;16;15;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2123;-0.0506633291400142;0.0612010021103298;0;0;15;23;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2124;-0.0240383900084013;-0.0133428211847348;1;0;7;10;2;3;4;3;2;3;2;1;2;0;0;0;0;0;0;0
2125;-0.0343469149775428;0.00940278596684823;0;2;16;14;1;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0
2126;-0.00647236186825129;-0.0342977684926364;0;0;2;2;3;1;4;5;9;2;6;1;0;1;0;1;1;1;1;0
2127;-0.007711321381044609;-0.0335553245724603;1;0;1;2;2;1;6;2;6;3;4;4;1;5;1;1;0;0;0;0
2128;0.0519975812047348;0.0576086358439012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;22;1
2129;-0.0124264659819637;-0.0297089544340362;1;2;3;5;2;0;4;3;5;1;1;1;4;4;2;1;0;1;0;0
2130;-0.0158606026628049;-0.025889960383518;1;1;3;1;4;1;2;3;9;5;4;2;2;1;1;0;0;0;0;0
2131;-0.0024702801765117397;-0.0359333224872959;0;2;1;2;1;2;1;8;3;4;2;3;6;3;0;2;0;0;0;0
2132;0.0202893829515318;-0.0230872830318907;0;0;0;0;0;0;0;2;0;3;1;3;3;4;1;5;7;2;8;1
2133;-0.0482045407272533;0.0521563689240222;0;2;20;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2134;-0.0412655108969116;0.0290024007486734;0;1;18;19;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2135;0.0509176163678561;0.0536574301863898;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;16;0;19;0
2136;-0.0274435761143379;-0.00668408398040088;2;0;11;12;3;3;5;0;2;0;2;0;0;0;0;0;0;0;0;0
2137;-0.018744791637332003;-0.0220199211587754;4;1;4;2;4;5;3;6;4;4;1;0;0;0;1;1;0;0;0;0
2138;-0.0519990976128428;0.066298919268453;1;1;21;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2139;-0.0468478934272233;0.0473541672703762;1;1;19;16;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2140;-0.0333400785673836;0.00684068082021374;1;0;13;11;0;1;5;5;2;0;2;0;0;0;0;0;0;0;0;0
2141;-0.037475672756882995;0.0178350537465936;0;0;19;19;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2142;0.004680372829748029;-0.0359558160537003;0;0;0;0;1;0;3;4;8;7;2;4;4;3;1;1;0;1;1;0
2143;0.00857337957301677;-0.0344047707161126;0;0;0;0;1;1;2;2;5;6;3;2;6;8;1;0;2;0;1;0
2144;0.00379839143502505;-0.0361540789698603;0;0;0;0;1;3;3;3;3;5;7;2;6;3;1;1;1;0;1;0
2145;-0.00441136647149298;-0.0352855141828189;0;1;2;0;1;3;1;6;3;7;7;2;1;1;1;4;0;0;0;0
2146;-0.031312118238570996;0.0019038979139173698;0;2;11;11;2;1;2;3;2;2;2;0;0;0;1;1;0;0;0;0
2147;-0.0123073411684864;-0.0298260381920301;1;0;5;4;3;2;1;1;6;4;5;3;1;3;0;1;0;0;0;0
2148;-0.036105812559058;0.0140555532544809;0;1;15;20;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2149;0.020493994708558998;-0.0228009418120519;0;0;0;0;0;0;1;0;2;2;3;3;5;11;5;2;3;1;1;1
2150;0.0026680005221024396;-0.036325468563812004;0;1;0;0;3;3;4;1;1;9;3;5;2;1;2;3;1;0;0;1
2151;0.0502666404674723;0.0513167140079408;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;18;0;19;0
2152;-0.0420911126439077;0.0315737206354746;0;1;18;19;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2153;0.004990347637389129;-0.0358727012864244;0;0;0;1;1;0;1;6;3;1;6;6;4;1;2;5;1;1;1;0
2154;0.0102023941299095;-0.0334286532625788;0;0;0;0;1;0;0;4;6;4;4;3;8;1;2;2;3;1;1;0
2155;-0.00679057572931683;-0.0341177331979264;0;1;1;1;3;1;1;7;6;5;4;4;2;1;0;1;2;0;0;0
2156;-0.0190556387036188;-0.0215667097897211;2;1;6;5;2;2;3;3;3;2;4;1;1;2;1;2;0;0;0;0
2157;-0.0406345124695372;0.0270705892567338;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2158;-0.0129168844286845;-0.0292160691087174;3;1;6;3;2;3;1;4;4;4;4;2;2;1;0;0;0;0;0;0
2159;-0.0329963581426011;0.0059828920576136795;1;0;16;17;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2160;-0.00131410470952745;-0.036188968899972;2;1;0;1;2;1;5;3;7;0;3;6;4;2;2;0;0;0;0;1
2161;0.0158874722645865;-0.0285101584765577;1;0;0;1;0;1;0;1;3;1;1;6;7;3;5;5;5;0;0;0
2162;0.0163601970740772;-0.0279953301294214;0;1;1;0;0;1;1;2;3;1;0;3;5;3;5;1;6;5;1;1
2163;0.0363359212360847;0.00861221974006021;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;18;0;20;0
2164;-0.0239957682745186;-0.0134208233022462;0;2;7;7;5;0;4;3;5;4;0;1;0;2;0;0;0;0;0;0
2165;-0.00955969032465257;-0.0322401956202165;0;2;2;5;5;0;3;3;2;5;4;3;2;1;0;1;2;0;0;0
2166;0.0490439370085736;0.0470035377030281;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;18;1;15;0
2167;-0.00122505208020384;-0.0362046275130011;0;1;0;0;3;4;1;0;7;5;4;5;2;2;2;2;1;1;0;0
2168;-0.0015331761680115802;-0.0361479939173931;1;0;1;1;0;1;0;8;6;4;5;0;3;4;3;1;0;0;1;1
2169;-0.00389886848084891;-0.0354831746870195;0;1;1;1;3;1;5;2;9;4;2;2;4;3;1;1;0;0;0;0
2170;0.0159595604685543;-0.0284326998533226;0;0;0;0;1;0;0;1;3;5;3;2;10;4;1;4;3;1;0;2
2171;-0.0308710171477947;0.000869701143021589;0;0;16;20;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2172;0.0471011794289551;0.0403739307325781;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;18;1;17;1
2173;-0.00793762484266924;-0.0334076554342853;0;0;3;4;2;3;6;3;7;1;2;4;1;2;1;1;0;0;0;0
2174;-0.0144840604410976;-0.0275237582152979;1;2;6;0;1;7;3;3;6;1;4;0;1;2;1;1;1;0;0;0
2175;-0.0234188670265065;-0.014463615660773001;1;1;9;9;1;1;2;4;5;0;3;1;2;1;0;0;0;0;0;0
2176;0.0336196164244906;0.0019296203024454699;0;0;0;0;0;0;1;0;0;0;2;0;2;4;1;3;11;3;12;1
2177;0.0147808986011275;-0.0296517441091431;0;0;0;0;0;1;1;2;3;1;2;8;3;5;1;4;1;3;3;2
2178;-0.0293374064563622;-0.00261585314216578;3;4;4;8;3;2;4;2;6;2;0;0;0;1;0;0;1;0;0;0
2179;-0.0140121804406685;-0.0280521099703029;0;5;2;9;1;2;2;5;2;5;3;0;2;1;0;0;1;0;0;0
2180;0.031428785685367;-0.0030693065146508397;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;1;14;1;16;2
2181;0.0176077545866546;-0.026558620836979997;0;0;0;0;1;1;0;2;3;5;1;2;7;3;2;3;4;3;2;1
2182;0.00915726739855266;-0.0340770899782989;0;0;0;0;0;1;3;0;5;3;4;2;8;2;3;3;2;2;1;1
2183;-0.0426721174274768;0.0334129645008536;0;0;19;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2184;0.0399933601311794;0.018457822576553002;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;17;0;19;1
2185;0.0153152272915413;-0.0291116274123838;0;0;0;0;0;1;0;2;3;3;1;5;3;6;3;4;3;2;4;0
2186;-0.0265352070343791;-0.008542840933201191;0;2;6;11;5;3;2;4;0;4;0;1;0;1;0;0;0;1;0;0
2187;-0.0149337263085451;-0.0270052112882098;2;0;3;2;2;5;4;2;7;4;2;1;3;0;0;0;1;1;1;0
2188;0.0490586854371129;0.0470549160724862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;18;1;19;0
2189;-0.0067435761412942795;-0.0341447875704515;1;2;4;1;5;3;1;2;4;2;3;8;2;0;0;1;1;0;0;0
2190;-0.000853946567771966;-0.0362636716817799;0;1;0;1;3;2;1;2;6;5;6;4;4;1;1;1;1;1;0;0
2191;0.0455675413385835;0.0353342953248573;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;18;0;19;0
2192;-0.0318809202892958;0.00325838711110094;3;2;8;6;1;3;4;6;3;1;3;0;0;0;0;0;0;0;0;0
2193;-0.0284382033597392;-0.0045799965917703205;1;0;18;15;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0
2194;0.0498486334916841;0.0498299328108555;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;2;20;0
2195;-0.0270458807671966;-0.00750525577800319;0;2;21;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2196;0.0440701165171204;0.0305786962597537;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;19;1;16;2
